Symbol,Date,Open,High,Low,Close,Volume
HDFCBANK,2025-11-24,985.393053,1002.416040,971.273797,988.255765,130559091
HDFCBANK,2025-11-25,990.467929,995.645941,947.341299,952.319878,132067375
HDFCBANK,2025-11-26,945.458128,988.658114,930.447800,973.207234,140442625
HDFCBANK,2025-11-27,976.094227,982.535023,954.644825,960.985928,119331670
HDFCBANK,2025-11-28,954.726497,979.739035,942.716494,967.567498,34772318
HDFCBANK,2025-12-01,962.719027,982.249600,951.768416,971.202492,83552651
HDFCBANK,2025-12-02,968.759660,999.743674,957.245395,988.000719,9214884
HDFCBANK,2025-12-03,973.226368,988.328608,953.220519,968.245467,115211418
HDFCBANK,2025-12-04,959.162249,990.787079,943.118813,974.487308,68538116
HDFCBANK,2025-12-05,971.579091,991.230968,966.303146,985.877379,8916464
HDFCBANK,2025-12-08,979.296899,993.340740,958.214238,972.155669,94134690
HDFCBANK,2025-12-09,971.146746,992.034779,954.089977,974.911881,108354815
HDFCBANK,2025-12-10,977.134248,988.522247,970.304070,981.660431,26170116
HDFCBANK,2025-12-11,982.979863,1008.452929,968.831693,994.144071,44285937
HDFCBANK,2025-12-12,992.131565,1030.552200,976.255189,1014.320746,94710683
HDFCBANK,2025-12-15,1020.610288,1032.630292,1007.631943,1019.640526,120323361
HDFCBANK,2025-12-16,1004.042404,1023.651228,997.637436,1017.162565,20812041
HDFCBANK,2025-12-17,1023.231162,1056.870270,1007.346141,1040.713841,107593742
HDFCBANK,2025-12-18,1050.442993,1064.310325,1003.892256,1017.322348,50878917
HDFCBANK,2025-12-19,1029.638697,1031.596935,1017.950204,1019.889901,78231348
HDFCBANK,2025-12-22,1018.906255,1032.254928,999.655900,1012.926229,119516459
HDFCBANK,2025-12-23,1013.337807,1034.441105,1000.685539,1021.684620,144785599
HDFCBANK,2025-12-24,1017.022309,1034.943172,1005.161662,1023.012664,126732764
HDFCBANK,2025-12-25,1028.800451,1040.256299,1011.049177,1022.434135,28873813
HDFCBANK,2025-12-26,1021.411798,1039.946342,990.294791,1008.596794,32449958
HDFCBANK,2025-12-29,1009.376181,1055.715333,993.867515,1039.740136,39604551
HDFCBANK,2025-12-30,1037.314003,1052.338922,977.153135,991.514676,49751714
HDFCBANK,2025-12-31,989.453381,1024.135200,976.831518,1011.235476,35638010
HDFCBANK,2026-01-01,1017.399716,1030.586621,1004.937719,1018.115852,81608467
HDFCBANK,2026-01-02,1020.957582,1035.124798,997.192781,1011.224943,16413203
HDFCBANK,2026-01-05,1000.505480,1044.056013,987.464063,1030.622032,145610911
HDFCBANK,2026-01-06,1033.145888,1046.500567,987.738102,1000.673030,38813760
HDFCBANK,2026-01-07,997.941199,1018.041242,964.235028,984.055390,36495186
HDFCBANK,2026-01-08,984.582047,1018.976941,968.142654,1002.242671,89320854
HDFCBANK,2026-01-09,995.455255,1004.510261,982.082473,991.097843,143978748
HDFCBANK,2026-01-12,992.603264,995.898236,952.497431,955.669801,13583885
HDFCBANK,2026-01-13,946.830509,959.744155,925.071850,937.863192,68365293
HDFCBANK,2026-01-14,930.971366,962.508945,915.925849,947.201137,78811662
HDFCBANK,2026-01-15,953.618743,989.060806,942.129982,977.286901,127949530
HDFCBANK,2026-01-16,970.069844,984.788126,955.046967,969.760556,60521125
HDFCBANK,2026-01-19,968.735735,991.210598,960.487826,982.842582,32308658
HDFCBANK,2026-01-20,978.129021,1021.981803,966.708061,1010.186530,22479341
HDFCBANK,2026-01-21,1015.619643,1025.797488,995.705979,1005.785271,34575500
HDFCBANK,2026-01-22,1012.019340,1020.151197,966.348101,974.175875,124479075
HDFCBANK,2026-01-23,984.680176,996.870427,964.571931,976.662929,65709206
HDFCBANK,2026-01-26,981.809675,988.800108,955.043535,961.892156,53050278
HDFCBANK,2026-01-27,966.175512,982.055870,940.698853,956.418847,64997497
HDFCBANK,2026-01-28,966.001464,977.165613,947.315839,958.392046,135249182
HDFCBANK,2026-01-29,952.798123,976.595590,942.588913,966.242326,60726292
HDFCBANK,2026-01-30,984.488924,990.488795,955.844937,961.705959,44330869
HDFCBANK,2026-02-02,963.518725,978.917486,917.724887,932.629990,45306699
HDFCBANK,2026-02-03,933.727120,950.542731,919.941652,936.713178,20860323
HDFCBANK,2026-02-04,944.721795,959.627307,936.014269,950.863176,5883930
HDFCBANK,2026-02-05,960.200546,967.972917,943.601547,951.301887,1878495
HDFCBANK,2026-02-06,947.117624,958.557315,923.519945,934.810992,84620668
HDFCBANK,2026-02-09,926.024856,935.202840,867.451956,876.135479,22225700
HDFCBANK,2026-02-10,862.724645,877.681053,847.262700,862.210188,95620307
HDFCBANK,2026-02-11,860.207202,866.198239,848.185756,854.134499,139940627
HDFCBANK,2026-02-12,849.990941,883.439659,841.445354,874.646194,147438789
HDFCBANK,2026-02-13,871.638375,877.659056,837.263938,843.087409,11759750
HDFCBANK,2026-02-16,836.937773,848.532138,790.638751,801.745587,57425765
HDFCBANK,2026-02-17,799.382247,829.306309,781.304406,810.966493,40078022
HDFCBANK,2026-02-18,812.774681,818.507002,798.945452,804.620262,112590476
HDFCBANK,2026-02-19,800.931659,816.538494,790.976958,806.514405,55141329
HDFCBANK,2026-02-20,811.106713,816.960227,789.344127,795.081996,111204787
HDFCBANK,2026-02-23,793.378132,806.679145,754.514297,767.379440,31668538
HDFCBANK,2026-02-24,771.839160,778.218643,760.120450,766.455435,62883153
HDFCBANK,2026-02-25,773.845364,789.646373,757.730444,773.524910,4725158
HDFCBANK,2026-02-26,775.597494,791.974521,733.923748,749.755103,129613120
HDFCBANK,2026-02-27,749.150405,758.590883,729.806177,739.120259,64305592
HDFCBANK,2026-03-02,738.129315,751.927795,714.894155,728.512867,22987036
HDFCBANK,2026-03-03,730.837454,741.932337,712.858908,723.847679,140491897
HDFCBANK,2026-03-04,723.654247,745.042695,714.950819,736.188516,21945579
HDFCBANK,2026-03-05,739.229812,757.834435,711.770166,730.146176,55937881
HDFCBANK,2026-03-06,729.089403,734.100542,721.717071,726.711869,25970586
HDFCBANK,2026-03-09,723.896595,734.431208,702.221868,712.591969,124278729
HDFCBANK,2026-03-10,705.859046,727.045373,699.169257,720.219482,141149514
HDFCBANK,2026-03-11,716.711356,722.676060,709.159074,715.110455,76760138
HDFCBANK,2026-03-12,706.401977,733.559862,701.840298,728.853202,94243477
HDFCBANK,2026-03-13,723.654087,734.094485,714.083860,724.512900,143142034
HDFCBANK,2026-03-16,727.182414,731.411955,707.254070,711.391766,103084448
HDFCBANK,2026-03-17,708.502981,718.693649,686.177948,696.191537,46877012
HDFCBANK,2026-03-18,692.011159,719.655975,690.424390,718.009592,118851128
HDFCBANK,2026-03-19,718.476156,719.228722,700.789268,701.524078,148371320
HDFCBANK,2026-03-20,696.632707,705.118273,686.607530,695.074111,65169837
HDFCBANK,2026-03-23,700.770088,706.714823,658.155747,663.786747,135430556
HDFCBANK,2026-03-24,670.979261,686.722767,660.078132,675.744224,64786581
HDFCBANK,2026-03-25,676.436207,703.882871,661.685992,688.861708,48130020
HDFCBANK,2026-03-26,690.630235,720.972139,682.676091,712.763086,147324321
HDFCBANK,2026-03-27,716.399465,726.934805,700.132535,710.582329,80423880
HDFCBANK,2026-03-30,708.961312,715.895380,697.202355,704.088766,76324020
HDFCBANK,2026-03-31,704.312805,715.439758,683.754769,694.730336,100637329
HDFCBANK,2026-04-01,690.126869,698.979561,677.973387,686.783187,39339599
HDFCBANK,2026-04-02,680.685004,693.369688,675.274577,687.901897,56009313
HDFCBANK,2026-04-03,684.568443,695.595576,673.545838,684.572899,122833086
HDFCBANK,2026-04-06,681.762005,709.595247,672.317711,699.899696,112798092
HDFCBANK,2026-04-07,698.261387,734.359456,688.154613,723.881846,48885510
HDFCBANK,2026-04-08,727.429238,749.086356,721.738942,743.272130,69362227
HDFCBANK,2026-04-09,742.374245,763.142464,734.750304,755.384908,16468574
HDFCBANK,2026-04-10,756.182059,769.249552,741.897286,754.943374,6095546
HDFCBANK,2026-04-13,746.739818,768.610963,740.849073,762.595141,115056046
HDFCBANK,2026-04-14,767.771092,773.919477,719.715948,725.526030,76775607
HDFCBANK,2026-04-15,720.849500,732.377686,706.930343,718.419671,47712728
HDFCBANK,2026-04-16,716.945149,718.233928,692.238548,693.485156,141311280
HDFCBANK,2026-04-17,697.552267,705.189926,686.861807,694.465670,136541095
HDFCBANK,2026-04-20,701.736285,714.038860,696.991612,709.243429,54586946
HDFCBANK,2026-04-21,707.308547,708.166288,702.236979,703.089603,45901440
HDFCBANK,2026-04-22,711.088255,726.644031,706.993781,722.483940,17933239
HDFCBANK,2026-04-23,720.684276,747.938533,713.692195,740.751757,47103955
HDFCBANK,2026-04-24,742.336591,783.728831,730.824869,771.760816,91174968
HDFCBANK,2026-04-27,769.041840,774.280903,753.470953,758.639147,124896879
HDFCBANK,2026-04-28,765.002629,793.599485,755.487773,783.850209,128430536
HDFCBANK,2026-04-29,794.253033,800.229904,785.300588,791.254897,9355748
HDFCBANK,2026-04-30,792.778289,843.793849,783.150961,833.669942,138592429
HDFCBANK,2026-05-01,837.008108,881.868167,832.735759,877.389697,74897413
HDFCBANK,2026-05-04,874.548773,903.448573,865.542437,894.239457,14540623
HDFCBANK,2026-05-05,897.519008,909.619407,878.939898,890.951757,99953834
HDFCBANK,2026-05-06,886.135656,904.526778,858.154094,876.341955,27254155
HDFCBANK,2026-05-07,879.417516,898.776891,870.402875,889.657285,99426632
HDFCBANK,2026-05-08,879.275070,904.330557,873.422564,898.351080,118185794
HDFCBANK,2026-05-11,900.842900,911.580670,865.956390,876.402842,34353808
HDFCBANK,2026-05-12,873.986153,939.652442,854.570537,919.231695,147485346
HDFCBANK,2026-05-13,920.916018,931.404381,906.313081,916.754044,79269030
HDFCBANK,2026-05-14,915.674054,926.369555,903.186755,913.861080,58648836
HDFCBANK,2026-05-15,910.748273,924.683345,894.214705,908.109401,116847225
HDFCBANK,2026-05-18,897.207388,926.226439,884.593503,913.385111,33894457
HDFCBANK,2026-05-19,916.191943,929.601180,888.422635,901.618579,17087224
HDFCBANK,2026-05-20,906.575146,914.937710,897.718524,906.076488,72817487
HDFCBANK,2026-05-21,920.448885,933.679397,882.489756,895.359636,121145180
HDFCBANK,2026-05-22,904.698169,918.052154,886.028564,899.302911,111804954
HDFCBANK,2026-05-25,903.109014,920.469372,836.479005,852.873695,106346916
HDFCBANK,2026-05-26,847.701089,857.791792,822.159327,832.063891,140170594
HDFCBANK,2026-05-27,835.136280,862.481975,831.450811,858.692552,139408478
HDFCBANK,2026-05-28,862.869846,917.256093,853.540780,907.445094,35041991
HDFCBANK,2026-05-29,903.773613,921.612935,899.598996,917.375489,34335011
HDFCBANK,2026-06-01,926.736849,968.148010,911.759490,952.750239,120605102
HDFCBANK,2026-06-02,954.440634,1024.044725,946.979497,1016.101566,30295022
HDFCBANK,2026-06-03,1011.460095,1053.731944,1001.282850,1043.234983,21550789
HDFCBANK,2026-06-04,1040.866054,1046.568966,1022.590349,1028.223996,148747708
HDFCBANK,2026-06-05,1030.637147,1057.796283,1012.207800,1039.213577,126928480
HDFCBANK,2026-06-08,1040.711334,1056.871926,1029.287111,1045.396275,85976964
HDFCBANK,2026-06-09,1053.221719,1066.125575,998.966643,1011.357588,143506265
HDFCBANK,2026-06-10,1011.584724,1025.355707,987.211587,1000.836248,38039371
HDFCBANK,2026-06-11,997.213180,1007.930589,986.889238,997.602615,98092863
HDFCBANK,2026-06-12,999.771234,1008.113940,989.167526,997.491207,53233615
HDFCBANK,2026-06-15,997.563059,1014.955636,962.233512,979.307807,36984804
HDFCBANK,2026-06-16,974.376314,986.956757,944.458347,956.812013,48612137
HDFCBANK,2026-06-17,955.032450,968.303579,943.168395,956.422259,122188317
HDFCBANK,2026-06-18,950.398927,961.857871,903.309761,914.333870,61579824
HDFCBANK,2026-06-19,909.982124,919.931189,896.363474,906.271976,111917433
HDFCBANK,2026-06-22,907.513195,923.401408,895.224698,911.064819,10051790
HDFCBANK,2026-06-23,918.209325,936.534752,896.254639,914.506160,68923033
HDFCBANK,2026-06-24,912.641187,927.691863,896.485098,911.517239,71674227
HDFCBANK,2026-06-25,917.441687,928.144474,862.961198,873.147250,78084142
HDFCBANK,2026-06-26,867.151060,874.828479,849.569276,857.158222,69613758
HDFCBANK,2026-06-29,849.959572,906.187094,838.961807,894.611570,102209836
HDFCBANK,2026-06-30,886.101487,899.979685,867.935216,881.745185,91376569
HDFCBANK,2026-07-01,894.168692,903.082100,846.210631,854.730909,9516783
HDFCBANK,2026-07-02,854.943095,859.859718,854.463196,859.377331,39001951
HDFCBANK,2026-07-03,858.392225,897.448747,854.130805,893.015443,70216018
HDFCBANK,2026-07-06,890.850209,916.907926,874.220387,900.105335,112279114
HDFCBANK,2026-07-07,896.956495,921.943524,884.765456,909.580899,4132936
HDFCBANK,2026-07-08,908.561982,945.345484,895.849561,932.300912,36103812
HDFCBANK,2026-07-09,935.246286,960.411086,923.028883,948.026729,59759256
HDFCBANK,2026-07-10,955.093062,968.664432,952.216067,965.755320,9707185
HDFCBANK,2026-07-13,964.872742,976.969218,945.025943,957.024020,2249117
HDFCBANK,2026-07-14,953.406268,975.097006,945.388307,966.965018,8352741
HDFCBANK,2026-07-15,964.995826,977.662956,935.693987,948.139855,31127341
HDFCBANK,2026-07-16,961.260090,969.305511,932.194665,940.062669,79549567
HDFCBANK,2026-07-17,942.822411,958.213588,935.702503,951.031686,118102509
HDFCBANK,2026-07-20,954.394977,970.199558,883.731390,898.612220,104051136
HDFCBANK,2026-07-21,898.423960,914.993213,888.840858,905.336379,58337615
HDFCBANK,2026-07-22,905.659964,921.467223,885.001155,900.722232,97076219
HDFCBANK,2026-07-23,895.516053,929.142445,878.539323,911.855952,50418539
HDFCBANK,2026-07-24,910.579206,935.333960,907.392317,932.071850,101457778
HDFCBANK,2026-07-27,928.042922,932.576958,897.904820,902.313150,127407283
HDFCBANK,2026-07-28,899.781509,901.459176,881.353960,883.000339,59096084
HDFCBANK,2026-07-29,883.879771,904.571561,874.606558,895.179793,78455965
HDFCBANK,2026-07-30,893.944156,916.962804,883.560969,906.434541,133320115
HDFCBANK,2026-07-31,911.945747,932.346964,899.659131,919.952475,44303247
HDFCBANK,2026-08-03,920.604417,946.196895,909.526779,934.946676,4539411
HDFCBANK,2026-08-04,932.961951,950.768502,919.776530,937.518681,143192283
HDFCBANK,2026-08-05,948.901063,967.001312,941.094014,959.110267,148024078
HDFCBANK,2026-08-06,958.832320,974.441612,947.426110,962.985991,36592192
HDFCBANK,2026-08-07,973.323904,978.638294,953.556267,958.791309,80939229
HDFCBANK,2026-08-10,962.146466,977.073358,939.758183,954.567494,107058264
HDFCBANK,2026-08-11,953.330117,962.115626,933.637899,942.321961,34258993
HDFCBANK,2026-08-12,935.177692,990.357550,920.390056,974.941148,103722943
HDFCBANK,2026-08-13,982.235513,999.903957,972.404349,989.995128,55961283
HDFCBANK,2026-08-14,997.984887,1018.565541,983.271058,1003.766472,88947551
HDFCBANK,2026-08-17,1001.980663,1016.788737,969.433596,983.975577,24415130
HDFCBANK,2026-08-18,974.648172,1005.732948,964.183321,995.049052,122843729
HDFCBANK,2026-08-19,983.589298,1001.716088,943.415035,961.127878,122723501
HDFCBANK,2026-08-20,962.366045,972.051122,937.593022,947.124713,92178558
HDFCBANK,2026-08-21,944.168149,966.929278,939.920998,962.599218,98186438
HDFCBANK,2026-08-24,947.837429,953.918838,934.417788,940.451810,4956511
HDFCBANK,2026-08-25,940.336239,948.350191,893.496273,901.176489,74790779
HDFCBANK,2026-08-26,890.418876,900.452339,856.139344,865.896482,126726018
HDFCBANK,2026-08-27,862.135057,875.622949,851.797470,865.248035,22349430
HDFCBANK,2026-08-28,864.102155,877.572301,828.138271,841.252219,100780878
HDFCBANK,2026-08-31,833.410314,866.009324,823.270773,855.599818,27980019
HDFCBANK,2026-09-01,850.523539,869.793468,847.003245,866.208255,133272142
HDFCBANK,2026-09-02,869.480702,882.847303,814.759762,827.480692,145667243
HDFCBANK,2026-09-03,825.079863,858.679361,813.132736,846.423184,72837313
HDFCBANK,2026-09-04,849.423588,865.528021,844.298063,860.336646,74611616
HDFCBANK,2026-09-07,862.421093,878.984911,855.248131,871.734488,13165197
HDFCBANK,2026-09-08,877.315135,892.062612,866.768909,881.466483,52929596
HDFCBANK,2026-09-09,879.026962,892.031151,838.420218,851.009928,25204468
HDFCBANK,2026-09-10,850.526844,866.888843,839.801340,856.093146,81208573
HDFCBANK,2026-09-11,853.762680,877.675003,834.766361,858.571683,17913484
HDFCBANK,2026-09-14,859.475490,873.043045,823.333703,836.539189,94288516
HDFCBANK,2026-09-15,831.423481,841.153212,827.922620,837.626234,47679945
HDFCBANK,2026-09-16,844.154559,889.341568,830.165561,874.843996,114246626
HDFCBANK,2026-09-17,879.108591,884.484557,875.007896,880.377942,56208511
HDFCBANK,2026-09-18,876.963640,888.528683,856.387244,867.831860,46645618
HDFCBANK,2026-09-21,868.230173,894.235690,856.244336,882.058947,58087376
HDFCBANK,2026-09-22,887.866862,893.322141,882.460707,887.915688,84556398
HDFCBANK,2026-09-23,888.129070,896.580552,866.058415,874.379051,91542495
ICICIBANK,2025-10-07,999.276986,1009.500469,976.771351,986.867877,58817175
ICICIBANK,2025-10-08,1003.122271,1011.664115,975.115737,983.490410,118112651
ICICIBANK,2025-10-09,984.643891,1010.788880,964.605143,990.628341,67715789
ICICIBANK,2025-10-10,990.042394,1015.040398,983.663927,1008.542740,49048340
ICICIBANK,2025-10-13,996.734265,1031.022893,990.433057,1024.545865,87757234
ICICIBANK,2025-10-14,1028.069629,1032.935239,999.384794,1004.137138,108651076
ICICIBANK,2025-10-15,1007.078104,1010.537155,963.644805,966.966082,68696249
ICICIBANK,2025-10-16,961.918574,981.727637,941.343746,961.136709,15416248
ICICIBANK,2025-10-17,958.392801,985.160471,947.627497,974.217415,108066489
ICICIBANK,2025-10-20,976.502735,989.111315,955.746632,968.248636,109910792
ICICIBANK,2025-10-21,973.179633,980.785266,920.007821,927.254539,61531727
ICICIBANK,2025-10-22,929.514144,945.959414,910.354727,926.751113,59051271
ICICIBANK,2025-10-23,915.293426,984.152095,896.098603,963.937152,125048348
ICICIBANK,2025-10-24,960.127861,969.289130,944.403234,953.501274,65782858
ICICIBANK,2025-10-27,957.177583,974.189168,938.304498,955.282400,45465506
ICICIBANK,2025-10-28,952.903346,967.617851,936.436686,951.123711,124785446
ICICIBANK,2025-10-29,952.163646,1014.330291,937.670172,999.122035,52159766
ICICIBANK,2025-10-30,998.404529,1011.406509,975.693885,988.567764,113038929
ICICIBANK,2025-10-31,988.779354,998.562391,979.529073,989.307172,84492003
ICICIBANK,2025-11-03,987.548444,1019.406243,969.977534,1001.585578,140245483
ICICIBANK,2025-11-04,997.072517,1013.691487,989.594180,1006.145103,100479401
ICICIBANK,2025-11-05,1004.118637,1025.632731,958.140574,979.119031,87607319
ICICIBANK,2025-11-06,985.872661,997.134905,950.877674,961.865671,39415455
ICICIBANK,2025-11-07,954.536872,969.634976,910.356267,924.986975,102539975
ICICIBANK,2025-11-10,921.465852,938.988928,881.606297,898.696377,5748770
ICICIBANK,2025-11-11,901.870469,918.065979,867.024041,882.878500,112872748
ICICIBANK,2025-11-12,885.511004,910.778548,874.719589,899.812841,134003883
ICICIBANK,2025-11-13,917.403030,927.812125,903.675005,914.046010,119067380
ICICIBANK,2025-11-14,914.360533,945.441144,904.397598,935.250589,61014827
ICICIBANK,2025-11-17,932.793142,985.403659,922.240590,974.380634,88721526
ICICIBANK,2025-11-18,972.704899,977.390799,917.603502,922.045355,84508750
ICICIBANK,2025-11-19,919.926405,938.208014,910.800848,928.992522,121005680
ICICIBANK,2025-11-20,933.484525,945.087867,888.438660,899.621074,57658703
ICICIBANK,2025-11-21,897.717714,904.167378,883.410673,889.803478,41737499
ICICIBANK,2025-11-24,889.190904,900.664707,879.250555,890.707404,45186476
ICICIBANK,2025-11-25,892.753388,930.128853,880.772462,917.811639,52142805
ICICIBANK,2025-11-26,916.040151,931.368460,901.775412,917.087412,81531378
ICICIBANK,2025-11-27,917.685001,967.016486,910.430520,959.431987,102129374
ICICIBANK,2025-11-28,963.369665,973.301946,953.114057,963.042970,3900106
ICICIBANK,2025-12-01,958.370425,994.694351,945.142159,981.151639,99396893
ICICIBANK,2025-12-02,984.319904,997.806682,948.538056,961.715112,81053979
ICICIBANK,2025-12-03,966.077991,996.870259,954.074619,984.636303,95343243
ICICIBANK,2025-12-04,990.041243,1023.698802,981.915476,1015.365188,19803324
ICICIBANK,2025-12-05,1014.367126,1032.231429,1003.278930,1021.069964,40864233
ICICIBANK,2025-12-08,1025.824219,1034.872782,967.500977,976.111032,112271090
ICICIBANK,2025-12-09,977.268530,1002.105041,968.062173,992.752814,62801155
ICICIBANK,2025-12-10,999.581436,1046.374614,988.727867,1035.135000,127926446
ICICIBANK,2025-12-11,1041.270094,1054.539330,1016.725173,1029.848865,9454936
ICICIBANK,2025-12-12,1031.277871,1040.884675,980.742461,989.964412,141543973
ICICIBANK,2025-12-15,977.850132,980.355978,965.170174,967.649880,30154293
ICICIBANK,2025-12-16,963.999091,988.599034,948.027138,972.486458,31841761
ICICIBANK,2025-12-17,962.792079,1017.027111,946.614897,1000.221034,33176293
ICICIBANK,2025-12-18,993.571906,993.635547,990.853103,990.916573,98509052
ICICIBANK,2025-12-19,985.311327,1055.270989,972.351051,1041.570706,41634601
ICICIBANK,2025-12-22,1037.190820,1071.257344,1028.148046,1061.998285,134202002
ICICIBANK,2025-12-23,1064.016993,1102.535493,1046.629417,1084.808160,46340226
ICICIBANK,2025-12-24,1089.747955,1108.615815,1052.080530,1070.617160,129874129
ICICIBANK,2025-12-25,1081.089475,1088.845008,1059.646094,1067.302723,3369164
ICICIBANK,2025-12-26,1061.751480,1079.135234,1036.628087,1053.883013,144857518
ICICIBANK,2025-12-29,1054.589144,1069.609641,1020.540403,1035.285964,149587168
ICICIBANK,2025-12-30,1036.188685,1055.694203,987.462621,1006.407530,108878946
ICICIBANK,2025-12-31,1007.149525,1043.885343,992.124380,1028.541069,136736315
ICICIBANK,2026-01-01,1032.265256,1049.033566,991.608268,1007.982118,94459250
ICICIBANK,2026-01-02,1008.101355,1023.007747,999.943296,1014.795516,42786292
ICICIBANK,2026-01-05,1003.141234,1035.626977,989.618835,1021.852350,108893561
ICICIBANK,2026-01-06,1022.851253,1049.925552,1012.201794,1039.106847,7064181
ICICIBANK,2026-01-07,1036.790761,1050.914797,1013.051257,1027.042494,50151980
ICICIBANK,2026-01-08,1026.956952,1038.463976,998.571374,1009.887131,5421659
ICICIBANK,2026-01-09,1002.366004,1044.678756,987.074501,1028.981227,5759769
ICICIBANK,2026-01-12,1031.742042,1041.019977,1005.479238,1014.603050,70175347
ICICIBANK,2026-01-13,1012.800112,1054.089976,1001.348283,1042.304537,144063816
ICICIBANK,2026-01-14,1042.896383,1059.760735,1011.349392,1027.972413,57930308
ICICIBANK,2026-01-15,1021.287453,1034.148035,1017.777734,1030.606291,27902703
ICICIBANK,2026-01-16,1025.527886,1041.789832,1010.192460,1026.440755,40159577
ICICIBANK,2026-01-19,1026.333715,1057.783011,1015.840501,1047.077711,127015602
ICICIBANK,2026-01-20,1053.640980,1069.441868,1010.846166,1026.236077,130443662
ICICIBANK,2026-01-21,1029.533718,1056.019616,1014.180643,1040.502960,145923589
ICICIBANK,2026-01-22,1037.406436,1052.434716,1010.139217,1024.987592,37148037
ICICIBANK,2026-01-23,1030.234409,1037.663463,1005.301070,1012.602984,40068711
ICICIBANK,2026-01-26,1011.731407,1023.408793,1000.659825,1012.330653,90157348
ICICIBANK,2026-01-27,1014.985348,1064.821811,1000.609103,1049.950322,83176842
ICICIBANK,2026-01-28,1054.049152,1073.148644,1044.827885,1063.841707,16511479
ICICIBANK,2026-01-29,1075.206055,1090.086384,1069.574296,1084.406435,59247546
ICICIBANK,2026-01-30,1090.450226,1107.037613,1079.825685,1096.355535,50600198
ICICIBANK,2026-02-02,1100.748560,1112.616313,1039.275272,1050.602372,22945595
ICICIBANK,2026-02-03,1060.216144,1080.418086,1023.395780,1043.274914,57498586
ICICIBANK,2026-02-04,1039.449933,1045.219243,1000.761091,1006.346667,15309200
ICICIBANK,2026-02-05,1000.966411,1016.725090,959.525254,974.873134,37685246
ICICIBANK,2026-02-06,972.668939,1018.132708,968.751343,1014.048448,61396080
ICICIBANK,2026-02-09,1004.820070,1027.254619,986.832650,1009.188991,10787266
ICICIBANK,2026-02-10,1012.862361,1029.078017,991.586650,1007.719978,111791195
ICICIBANK,2026-02-11,1008.358653,1023.324071,997.768816,1012.688759,61311395
ICICIBANK,2026-02-12,1005.735941,1039.517749,990.328508,1023.833076,104714726
ICICIBANK,2026-02-13,1019.789207,1029.364100,1003.220216,1012.728818,126085649
ICICIBANK,2026-02-16,1024.967987,1053.563288,1018.276003,1046.729226,73057398
ICICIBANK,2026-02-17,1049.366482,1069.774932,1040.462356,1060.774010,48309673
ICICIBANK,2026-02-18,1064.197055,1085.568472,1048.688937,1069.976138,135880255
